mandt,periv,bdatj,bumon,butag,poper,reljr,operation_flag,is_deleted,recordstamp
250,DL,,04,11,102,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,12,103,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,12,103,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,12,103,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,12,103,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,12,103,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,12,103,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,13,104,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,13,104,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,13,104,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,13,104,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,13,104,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,13,104,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,14,105,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,14,105,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,14,105,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,14,105,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,14,105,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,14,105,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,15,106,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,15,106,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,15,106,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,15,106,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,15,106,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,15,106,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,16,107,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,16,107,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,16,107,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,16,107,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,16,107,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,16,107,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,17,108,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,17,108,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,17,108,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,17,108,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,17,108,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,17,108,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,18,109,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,18,109,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,18,109,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,18,109,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,18,109,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,18,109,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,19,110,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,19,110,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,19,110,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,19,110,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,19,110,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,19,110,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,20,111,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,20,111,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,20,111,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,20,111,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,20,111,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,20,111,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,21,112,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,21,112,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,21,112,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,21,112,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,21,112,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,21,112,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,22,113,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,22,113,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,22,113,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,22,113,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,22,113,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,22,113,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,23,114,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,23,114,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,23,114,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,23,114,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,23,114,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,23,114,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,24,115,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,24,115,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,24,115,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,24,115,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,24,115,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,24,115,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,25,116,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,25,116,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,25,116,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,25,116,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,25,116,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,25,116,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,26,117,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,26,117,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,26,117,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,26,117,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,26,117,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,26,117,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,27,118,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,27,118,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,27,118,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,27,118,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,27,118,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,27,118,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,28,119,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,28,119,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,28,119,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,28,119,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,28,119,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,28,119,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,29,120,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,29,120,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,29,120,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,29,120,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,29,120,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,29,120,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,04,30,121,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,04,30,121,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,04,30,121,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,04,30,121,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,04,30,121,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,04,30,121,0,L,False,2022-01-31 20:43:46.193534+00:00
800,F1,0000,04,01,092,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,02,093,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,03,094,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,04,095,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,05,096,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,06,097,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,07,098,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,08,099,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,09,100,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,10,101,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,11,102,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,12,103,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,13,104,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,14,105,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,15,106,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,16,107,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,17,108,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,18,109,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,19,110,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,20,111,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,21,112,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,22,113,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,23,114,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,24,115,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,25,116,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,26,117,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,27,118,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,28,119,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,29,120,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,04,30,121,0,L,False,2021-12-23 14:58:49.850096+00:00
100,R1,1993,04,30,004,0,I,False,2022-04-21 15:05:23.395339+00:00
100,R1,1994,04,30,004,0,I,False,2022-04-21 15:05:23.395339+00:00
100,R1,1995,04,30,007,0,I,False,2022-04-21 15:05:23.395339+00:00
000,R1,1993,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
000,R1,1994,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
000,R1,1995,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
001,R1,1993,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
001,R1,1994,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
001,R1,1995,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
050,R1,1993,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
050,R1,1994,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
050,R1,1995,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1993,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1994,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1995,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1993,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1994,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1995,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1993,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1994,04,30,004,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1995,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
800,R1,1994,04,30,004,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1998,04,30,007,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1995,04,30,007,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1996,04,30,007,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1997,04,30,007,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,04,01,016,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,04,01,016,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,04,02,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,04,02,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,04,02,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,04,03,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,04,03,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,04,04,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,04,04,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,04,04,016,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,04,05,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,04,05,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,04,06,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,04,06,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,04,06,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,04,07,016,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,04,07,016,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,04,08,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,04,08,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,04,09,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,04,09,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,04,09,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,04,10,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,04,10,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,04,11,016,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,04,11,016,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,04,11,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,04,12,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,04,12,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,04,13,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,04,13,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,04,13,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,04,14,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,04,14,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,04,15,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,04,15,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,04,16,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,04,16,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,04,16,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,04,17,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,04,17,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,04,18,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,04,18,017,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,04,18,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,04,19,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,04,19,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,04,20,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,04,20,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,04,20,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,04,21,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,04,21,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,04,22,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,04,22,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,04,23,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,04,23,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,04,23,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,04,24,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,04,24,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,04,25,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,04,25,018,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,04,25,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,04,26,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,04,26,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,04,27,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,04,27,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,04,27,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,04,28,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,04,28,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,04,29,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,04,29,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,04,30,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,04,30,019,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,04,30,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,04,30,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,04,30,020,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,04,30,021,0,L,False,2021-12-23 14:58:49.850096+00:00
100,V3,,04,30,001,0,I,False,2022-04-21 15:05:23.395339+00:00
000,V3,,04,30,001,0,L,False,2022-01-31 20:43:46.193534+00:00
001,V3,,04,30,001,0,L,False,2022-01-31 20:43:46.193534+00:00
050,V3,,04,30,001,0,L,False,2022-01-31 20:43:46.193534+00:00
100,V3,,04,30,001,0,L,False,2022-01-31 20:43:46.193534+00:00
200,V3,,04,30,001,0,L,False,2022-01-31 20:43:46.193534+00:00
250,V3,,04,30,001,0,L,False,2022-01-31 20:43:46.193534+00:00
800,V3,0000,04,30,001,0,L,False,2021-12-23 14:58:49.850096+00:00
100,V6,,04,30,010,-1,I,False,2022-04-21 15:05:23.395339+00:00
000,V6,,04,30,010,-1,L,False,2022-01-31 20:43:46.193534+00:00
001,V6,,04,30,010,-1,L,False,2022-01-31 20:43:46.193534+00:00
050,V6,,04,30,010,-1,L,False,2022-01-31 20:43:46.193534+00:00
100,V6,,04,30,010,-1,L,False,2022-01-31 20:43:46.193534+00:00
200,V6,,04,30,010,-1,L,False,2022-01-31 20:43:46.193534+00:00
250,V6,,04,30,010,-1,L,False,2022-01-31 20:43:46.193534+00:00
800,V6,0000,04,30,010,-1,L,False,2021-12-23 14:58:49.850096+00:00
100,V9,,04,30,007,0,I,False,2022-04-21 15:05:23.395339+00:00
000,V9,,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
001,V9,,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
050,V9,,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
100,V9,,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
200,V9,,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
250,V9,,04,30,007,0,L,False,2022-01-31 20:43:46.193534+00:00
800,V9,0000,04,30,007,0,L,False,2021-12-23 14:58:49.850096+00:00
100,WK,1992,04,05,014,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,04,07,014,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,04,12,015,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,04,14,015,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,04,19,016,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,04,21,016,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,04,26,017,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,04,28,017,0,I,False,2022-04-21 15:05:23.395339+00:00
000,WK,1992,04,05,014,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,04,05,014,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,04,05,014,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,04,05,014,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,04,05,014,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,04,05,014,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,04,07,014,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,04,07,014,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,04,07,014,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,04,07,014,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,04,07,014,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,04,07,014,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,04,12,015,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,04,12,015,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,04,12,015,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,04,12,015,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,04,12,015,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,04,12,015,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,04,14,015,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,04,14,015,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,04,14,015,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,04,14,015,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,04,14,015,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,04,14,015,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,04,19,016,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,04,19,016,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,04,19,016,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,04,19,016,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,04,19,016,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,04,19,016,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,04,21,016,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,04,21,016,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,04,21,016,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,04,21,016,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,04,21,016,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,04,21,016,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,04,26,017,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,04,26,017,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,04,26,017,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,04,26,017,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,04,26,017,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,04,26,017,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,04,28,017,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,04,28,017,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,04,28,017,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,04,28,017,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,04,28,017,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,04,28,017,0,L,False,2022-01-31 20:43:46.193534+00:00
800,WK,1999,04,03,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,04,04,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1995,04,05,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1994,04,05,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1992,04,05,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1993,04,05,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1997,04,05,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1991,04,07,014,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1999,04,10,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,04,11,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1993,04,12,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1995,04,12,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1997,04,12,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1994,04,12,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1992,04,12,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1991,04,14,015,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1999,04,17,016,0,L,False,2021-12-23 14:58:49.850096+00:00
